lab_ID,bio_rep,tech_rep,common_reality,reference,campaign,task,run_num,year,month,day,lat,lon,depth_m,habitat,num_dolphins,collection_type,collection_time,filter_start_time ,filter_end_time,volume_L,pore_size_um,volume_eluted,filter_type,filter_size_mm,preservation,extraction,molecular_platform,total_DNA_ng_ul,dolphin_DNA_copy_uL
52345-111,2,2,56,decay_t7_5days_2,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,48.9,268.45
52345-111,2,3,56,decay_t7_5days_2,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,48.9,214.40
52345-112,3,1,56,decay_t7_5days_3,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,TH,249.85
52345-112,3,2,56,decay_t7_5days_3,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,TH,273.09
52345-112,3,3,56,decay_t7_5days_3,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,TH,243.19
52345-116,1,1,2,extra_SR_later_QBTK_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,81753.79
52345-116,1,2,2,extra_SR_later_QBTK_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,235352.07
52345-116,1,3,2,extra_SR_later_QBTK_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,74236.82
52345-117,2,1,2,extra_SR_later_QBTK_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,63532.23
52345-117,2,2,2,extra_SR_later_QBTK_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,58003.1
52345-117,2,3,2,extra_SR_later_QBTK_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,58517.43
52345-118,3,1,2,extra_SR_later_QBTK_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,72602.12
52345-118,3,2,2,extra_SR_later_QBTK_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,70276.57
52345-118,3,3,2,extra_SR_later_QBTK_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,71122.2
52345-119,4,1,2,extra_SR_later_QBTK_4,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,110115.56
52345-119,4,2,2,extra_SR_later_QBTK_4,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,113595
52345-119,4,3,2,extra_SR_later_QBTK_4,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,102280.01
52345-120,5,1,2,extra_SR_later_QBTK_5,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,229248.43
52345-120,5,2,2,extra_SR_later_QBTK_5,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,230466.16
52345-120,5,3,2,extra_SR_later_QBTK_5,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,209355.86
52345-121,6,1,2,extra_SR_later_QBTK_6,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,50895.25
52345-121,6,2,2,extra_SR_later_QBTK_6,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,48171.51
52345-121,6,3,2,extra_SR_later_QBTK_6,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pool,0,SR,15:00,15:00,15:00,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,38481.69
52345-131,1,1,49,SR_ESP_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,24.46
52345-131,1,2,49,SR_ESP_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,21.66
52345-131,1,3,49,SR_ESP_1,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,19.89
52345-132,2,1,49,SR_ESP_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,23.99
52345-132,2,2,49,SR_ESP_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,26.41
52345-132,2,3,49,SR_ESP_2,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,21.27
52345-133,3,1,49,SR_ESP_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,16.38
52345-133,3,2,49,SR_ESP_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,27.41
52345-133,3,3,49,SR_ESP_3,Feb_2023,variability,PB117,2023,1,30,NA,NA,0,pen,0,SR,15:33,15:33,15:35,3,5,100,MCE,47,RNAlater,QBTK,qPCR,NA,17.72
52345-061,1,1,2,SR_-80_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:29,14:29,14:29,3,5,100,MCE,47,m80,PCI,qPCR,32,349877.4
52345-061,1,2,2,SR_-80_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:29,14:29,14:29,3,5,100,MCE,47,m80,PCI,qPCR,32,340532.5
52345-061,1,3,2,SR_-80_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:29,14:29,14:29,3,5,100,MCE,47,m80,PCI,qPCR,32,311580
52345-062,2,1,2,SR_-80_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:45,14:45,14:45,3,5,100,MCE,47,m80,PCI,qPCR,31.2,361710.4
52345-062,2,2,2,SR_-80_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:45,14:45,14:45,3,5,100,MCE,47,m80,PCI,qPCR,31.2,337860.6
52345-062,2,3,2,SR_-80_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:45,14:45,14:45,3,5,100,MCE,47,m80,PCI,qPCR,31.2,326486.2
52345-063,3,1,2,SR_-80_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:57,14:57,14:57,3,5,100,MCE,47,m80,PCI,qPCR,29.6,450021
52345-063,3,2,2,SR_-80_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:57,14:57,14:57,3,5,100,MCE,47,m80,PCI,qPCR,29.6,388744.8
52345-063,3,3,2,SR_-80_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:57,14:57,14:57,3,5,100,MCE,47,m80,PCI,qPCR,29.6,395701.1
52345-064,1,1,2,SR_-80_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:34,14:34,14:34,3,5,100,MCE,47,m80,QBTK,qPCR,21.187,388463.6
52345-064,1,2,2,SR_-80_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:34,14:34,14:34,3,5,100,MCE,47,m80,QBTK,qPCR,21.187,448293
52345-064,1,3,2,SR_-80_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:34,14:34,14:34,3,5,100,MCE,47,m80,QBTK,qPCR,21.187,402149
52345-065,2,1,2,SR_-80_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:49,14:49,14:49,3,5,100,MCE,47,m80,QBTK,qPCR,22.788,512356.2
52345-065,2,2,2,SR_-80_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:49,14:49,14:49,3,5,100,MCE,47,m80,QBTK,qPCR,22.788,547682.5
52345-065,2,3,2,SR_-80_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:49,14:49,14:49,3,5,100,MCE,47,m80,QBTK,qPCR,22.788,470149.8
52345-066,3,1,2,SR_-80_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:27,14:27,14:27,3,5,100,MCE,47,m80,QBTK,qPCR,20.484,687363.4
52345-066,3,2,2,SR_-80_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:27,14:27,14:27,3,5,100,MCE,47,m80,QBTK,qPCR,20.484,722559.6
52345-066,3,3,2,SR_-80_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:27,14:27,14:27,3,5,100,MCE,47,m80,QBTK,qPCR,20.484,698990.2
52345-058,1,1,2,SR_-80_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:24,14:24,14:24,3,5,100,MCE,47,m80,zymo,qPCR,18.1,579847.8
52345-058,1,2,2,SR_-80_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:24,14:24,14:24,3,5,100,MCE,47,m80,zymo,qPCR,18.1,512808.7
52345-058,1,3,2,SR_-80_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:24,14:24,14:24,3,5,100,MCE,47,m80,zymo,qPCR,18.1,530053.4
52345-059,2,1,2,SR_-80_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:38,14:38,14:38,3,5,100,MCE,47,m80,zymo,qPCR,14.3,413010.3
52345-059,2,2,2,SR_-80_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:38,14:38,14:38,3,5,100,MCE,47,m80,zymo,qPCR,14.3,393331.1
52345-059,2,3,2,SR_-80_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:38,14:38,14:38,3,5,100,MCE,47,m80,zymo,qPCR,14.3,267637.4
52345-060,3,1,2,SR_-80_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,15:00,15:00,15:00,3,5,100,MCE,47,m80,zymo,qPCR,13.5,352624.7
52345-060,3,2,2,SR_-80_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,15:00,15:00,15:00,3,5,100,MCE,47,m80,zymo,qPCR,13.5,296262.7
52345-060,3,3,2,SR_-80_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,15:00,15:00,15:00,3,5,100,MCE,47,m80,zymo,qPCR,13.5,323682.2
52345-128,1,1,2,SR_later_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:30,14:30,1430,3,5,100,MCE,47,RNAlater,QBTK,qPCR,12.2,346962.9
52345-128,1,2,2,SR_later_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:30,14:30,1430,3,5,100,MCE,47,RNAlater,QBTK,qPCR,12.2,335690.1
52345-128,1,3,2,SR_later_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:30,14:30,1430,3,5,100,MCE,47,RNAlater,QBTK,qPCR,12.2,357881.5
52345-129,2,1,2,SR_later_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:39,14:39,1439,3,5,100,MCE,47,RNAlater,QBTK,qPCR,10.8,305073.9
52345-129,2,2,2,SR_later_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:39,14:39,1439,3,5,100,MCE,47,RNAlater,QBTK,qPCR,10.8,317632.8
52345-129,2,3,2,SR_later_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:39,14:39,1439,3,5,100,MCE,47,RNAlater,QBTK,qPCR,10.8,327600.2
52345-130,3,1,2,SR_later_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:50,14:50,1450,3,5,100,MCE,47,RNAlater,QBTK,qPCR,6.13,177896
52345-130,3,2,2,SR_later_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:50,14:50,1450,3,5,100,MCE,47,RNAlater,QBTK,qPCR,6.13,174411
52345-130,3,3,2,SR_later_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:50,14:50,1450,3,5,100,MCE,47,RNAlater,QBTK,qPCR,6.13,169390.2
52345-067,1,1,2,SR_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:22,14:22,14:22,3,5,100,MCE,47,longmires,PCI,qPCR,35.2,497717.7
52345-067,1,2,2,SR_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:22,14:22,14:22,3,5,100,MCE,47,longmires,PCI,qPCR,35.2,391093.1
52345-067,1,3,2,SR_longmires_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:22,14:22,14:22,3,5,100,MCE,47,longmires,PCI,qPCR,35.2,414041.3
52345-068,2,1,2,SR_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:32,14:32,14:32,3,5,100,MCE,47,longmires,PCI,qPCR,34.4,441439.1
52345-068,2,2,2,SR_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:32,14:32,14:32,3,5,100,MCE,47,longmires,PCI,qPCR,34.4,374763.4
52345-068,2,3,2,SR_longmires_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:32,14:32,14:32,3,5,100,MCE,47,longmires,PCI,qPCR,34.4,348002.4
52345-069,3,1,2,SR_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:54,14:54,14:54,3,5,100,MCE,47,longmires,PCI,qPCR,33.9,176841.6
52345-069,3,2,2,SR_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:54,14:54,14:54,3,5,100,MCE,47,longmires,PCI,qPCR,33.9,186880.8
52345-069,3,3,2,SR_longmires_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:54,14:54,14:54,3,5,100,MCE,47,longmires,PCI,qPCR,33.9,177459.6
52345-052,1,1,2,SR_self-preserving_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:26,14:26,14:26,3,5,100,MCE,47,selfpres,PCI,qPCR,30.8,188499.7
52345-052,1,2,2,SR_self-preserving_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:26,14:26,14:26,3,5,100,MCE,47,selfpres,PCI,qPCR,30.8,183779.3
52345-052,1,3,2,SR_self-preserving_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:26,14:26,14:26,3,5,100,MCE,47,selfpres,PCI,qPCR,30.8,191415.8
52345-053,2,1,2,SR_self-preserving_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:43,14:43,14:43,3,5,100,MCE,47,selfpres,PCI,qPCR,24.8,165116.8
52345-053,2,2,2,SR_self-preserving_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:43,14:43,14:43,3,5,100,MCE,47,selfpres,PCI,qPCR,24.8,162180.6
52345-053,2,3,2,SR_self-preserving_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:43,14:43,14:43,3,5,100,MCE,47,selfpres,PCI,qPCR,24.8,163369.6
52345-054,3,1,2,SR_self-preserving_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:55,14:55,14:55,3,5,100,MCE,47,selfpres,PCI,qPCR,23.8,112097.7
52345-054,3,2,2,SR_self-preserving_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:55,14:55,14:55,3,5,100,MCE,47,selfpres,PCI,qPCR,23.8,92524.5
52345-054,3,3,2,SR_self-preserving_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:55,14:55,14:55,3,5,100,MCE,47,selfpres,PCI,qPCR,23.8,91895.9
52345-055,1,1,2,SR_self-preserving_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:31,14:31,14:31,3,5,100,MCE,47,selfpres,QBTK,qPCR,19,325788.2
52345-055,1,2,2,SR_self-preserving_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:31,14:31,14:31,3,5,100,MCE,47,selfpres,QBTK,qPCR,19,347401.9
52345-055,1,3,2,SR_self-preserving_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:31,14:31,14:31,3,5,100,MCE,47,selfpres,QBTK,qPCR,19,311734.6
52345-056,2,1,2,SR_self-preserving_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:47,14:47,14:47,3,5,100,MCE,47,selfpres,QBTK,qPCR,13.9,142973.9
52345-056,2,2,2,SR_self-preserving_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:47,14:47,14:47,3,5,100,MCE,47,selfpres,QBTK,qPCR,13.9,144321.7
52345-056,2,3,2,SR_self-preserving_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:47,14:47,14:47,3,5,100,MCE,47,selfpres,QBTK,qPCR,13.9,122612.9
52345-057,3,1,2,SR_self-preserving_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:58,14:58,14:58,3,5,100,MCE,47,selfpres,QBTK,qPCR,16.1,211831.8
52345-057,3,2,2,SR_self-preserving_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:58,14:58,14:58,3,5,100,MCE,47,selfpres,QBTK,qPCR,16.1,203001.8
52345-057,3,3,2,SR_self-preserving_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:58,14:58,14:58,3,5,100,MCE,47,selfpres,QBTK,qPCR,16.1,197722.4
52345-049,1,1,2,SR_self-preserving_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:21,14:21,14:21,3,5,100,MCE,47,selfpres,zymo,qPCR,13.4,312281.1
52345-049,1,2,2,SR_self-preserving_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:21,14:21,14:21,3,5,100,MCE,47,selfpres,zymo,qPCR,13.4,313335
52345-049,1,3,2,SR_self-preserving_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:21,14:21,14:21,3,5,100,MCE,47,selfpres,zymo,qPCR,13.4,289641.1
52345-050,2,1,2,SR_self-preserving_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:36,14:36,14:36,3,5,100,MCE,47,selfpres,zymo,qPCR,10.3,249932.6
52345-050,2,2,2,SR_self-preserving_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:36,14:36,14:36,3,5,100,MCE,47,selfpres,zymo,qPCR,10.3,240940
52345-050,2,3,2,SR_self-preserving_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:36,14:36,14:36,3,5,100,MCE,47,selfpres,zymo,qPCR,10.3,227442
52345-051,3,1,2,SR_self-preserving_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:51,14:51,14:51,3,5,100,MCE,47,selfpres,zymo,qPCR,12.8,219523.8
52345-051,3,2,2,SR_self-preserving_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:51,14:51,14:51,3,5,100,MCE,47,selfpres,zymo,qPCR,12.8,186164.5
52345-051,3,3,2,SR_self-preserving_zymo_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:51,14:51,14:51,3,5,100,MCE,47,selfpres,zymo,qPCR,12.8,173195.9
52345-073,1,1,2,SR_shield_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:28,14:28,14:28,3,5,100,MCE,47,shield,PCI,qPCR,28.8,268094
52345-073,1,2,2,SR_shield_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:28,14:28,14:28,3,5,100,MCE,47,shield,PCI,qPCR,28.8,284393.4
52345-073,1,3,2,SR_shield_PCI_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:28,14:28,14:28,3,5,100,MCE,47,shield,PCI,qPCR,28.8,248327.2
52345-074,2,1,2,SR_shield_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:44,14:44,14:44,3,5,100,MCE,47,shield,PCI,qPCR,29.9,260185.7
52345-074,2,2,2,SR_shield_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:44,14:44,14:44,3,5,100,MCE,47,shield,PCI,qPCR,29.9,254929.2
52345-074,2,3,2,SR_shield_PCI_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:44,14:44,14:44,3,5,100,MCE,47,shield,PCI,qPCR,29.9,229927.6
52345-075,3,1,2,SR_shield_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:56,14:56,14:56,3,5,100,MCE,47,shield,PCI,qPCR,26,263718.8
52345-075,3,2,2,SR_shield_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:56,14:56,14:56,3,5,100,MCE,47,shield,PCI,qPCR,26,271520.6
52345-075,3,3,2,SR_shield_PCI_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:56,14:56,14:56,3,5,100,MCE,47,shield,PCI,qPCR,26,215579.1
52345-076,1,1,2,SR_shield_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:33,14:33,14:33,3,5,100,MCE,47,shield,QBTK,qPCR,12.4,309435.5
52345-076,1,2,2,SR_shield_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:33,14:33,14:33,3,5,100,MCE,47,shield,QBTK,qPCR,12.4,306753.6
52345-076,1,3,2,SR_shield_QBTK_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:33,14:33,14:33,3,5,100,MCE,47,shield,QBTK,qPCR,12.4,316785.9
52345-077,2,1,2,SR_shield_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:48,14:48,14:48,3,5,100,MCE,47,shield,QBTK,qPCR,10.8,375376.6
52345-077,2,2,2,SR_shield_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:48,14:48,14:48,3,5,100,MCE,47,shield,QBTK,qPCR,10.8,390119.3
52345-077,2,3,2,SR_shield_QBTK_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:48,14:48,14:48,3,5,100,MCE,47,shield,QBTK,qPCR,10.8,356855.3
52345-078,3,1,2,SR_shield_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:59,14:59,14:59,3,5,100,MCE,47,shield,QBTK,qPCR,10.1,250176.7
52345-078,3,2,2,SR_shield_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:59,14:59,14:59,3,5,100,MCE,47,shield,QBTK,qPCR,10.1,257032.9
52345-078,3,3,2,SR_shield_QBTK_3,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:59,14:59,14:59,3,5,100,MCE,47,shield,QBTK,qPCR,10.1,256008.5
52345-070,1,1,2,SR_shield_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:23,14:23,14:23,3,5,100,MCE,47,shield,zymo,qPCR,8.94,329380.9
52345-070,1,2,2,SR_shield_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:23,14:23,14:23,3,5,100,MCE,47,shield,zymo,qPCR,8.94,319758.1
52345-070,1,3,2,SR_shield_zymo_1,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:23,14:23,14:23,3,5,100,MCE,47,shield,zymo,qPCR,8.94,277189.9
52345-071,2,1,2,SR_shield_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:37,14:37,14:37,3,5,100,MCE,47,shield,zymo,qPCR,9.44,322896.8
52345-071,2,2,2,SR_shield_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:37,14:37,14:37,3,5,100,MCE,47,shield,zymo,qPCR,9.44,313166.7
52345-071,2,3,2,SR_shield_zymo_2,Feb_2023,matrix,PB119,2023,1,30,NA,NA,0,pool,1,SR,14:37,14:37,14:37,3,5,100,MCE,47,shield,zymo,qPCR,9.44,260306.5
