lab_ID,bio_rep,tech_rep,common_reality,reference,campaign,task,run_num,year,month,day,lat,lon,depth_m,habitat,num_dolphins,collection_type,collection_time,filter_start_time ,filter_end_time,volume_L,pore_size_um,volume_eluted,filter_type,filter_size_mm,preservation,extraction,molecular_platform,total_DNA_ng_ul,dolphin_DNA_copy_uL
52345-195,1,1,31,ESP_WCR-117-110,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,21:13:10,21:13:10,21:50:38,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.34,96.45
52345-195,1,2,31,ESP_WCR-117-110,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,21:13:10,21:13:10,21:50:38,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.34,87.95
52345-195,1,3,31,ESP_WCR-117-110,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,21:13:10,21:13:10,21:50:38,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.34,72.47
52345-196,1,1,32,ESP_WCR-117-015,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,22:22:16,22:22:16,22:59:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.9,56.07
52345-196,1,2,32,ESP_WCR-117-015,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,22:22:16,22:22:16,22:59:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.9,78.57
52345-196,1,3,32,ESP_WCR-117-015,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,22:22:16,22:22:16,22:59:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.9,76.28
52345-197,1,1,33,ESP_WCR-117-062,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,23:31:29,23:31:29,0:09:02,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.9,219.81
52345-197,1,2,33,ESP_WCR-117-062,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,23:31:29,23:31:29,0:09:02,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.9,246
52345-197,1,3,33,ESP_WCR-117-062,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,23:31:29,23:31:29,0:09:02,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.9,196.1
52345-198,1,1,34,ESP_WCR-117-070,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,0:40:41,0:40:41,1:18:10,2,5,100,MCE,25,RNAlater,QBTK,qPCR,11.7,84947.2
52345-198,1,2,34,ESP_WCR-117-070,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,0:40:41,0:40:41,1:18:10,2,5,100,MCE,25,RNAlater,QBTK,qPCR,11.7,76988.52
52345-198,1,3,34,ESP_WCR-117-070,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,0:40:41,0:40:41,1:18:10,2,5,100,MCE,25,RNAlater,QBTK,qPCR,11.7,55762.08
52345-199,1,1,35,ESP_WCR-117-069,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,1:49:51,1:49:51,2:27:28,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.3,7738.69
52345-199,1,2,35,ESP_WCR-117-069,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,1:49:51,1:49:51,2:27:28,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.3,7284.95
52345-199,1,3,35,ESP_WCR-117-069,Feb_2023,ESP,PB114,2023,1,31,47.742827,-122.729805,5,pen,see_attached,filter,1:49:51,1:49:51,2:27:28,2,5,100,MCE,25,RNAlater,QBTK,qPCR,13.3,7321.97
52345-200,1,1,36,ESP_WCR-117-056,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,3:06:55,3:06:55,3:44:26,2,5,100,MCE,25,RNAlater,QBTK,qPCR,23.6,1326.36
52345-200,1,2,36,ESP_WCR-117-056,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,3:06:55,3:06:55,3:44:26,2,5,100,MCE,25,RNAlater,QBTK,qPCR,23.6,1196.28
52345-200,1,3,36,ESP_WCR-117-056,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,3:06:55,3:06:55,3:44:26,2,5,100,MCE,25,RNAlater,QBTK,qPCR,23.6,1025.28
52345-201,1,1,37,ESP_WCR-117-027,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,4:16:06,4:16:06,4:53:59,2,5,100,MCE,25,RNAlater,QBTK,qPCR,17.8,308.03
52345-201,1,2,37,ESP_WCR-117-027,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,4:16:06,4:16:06,4:53:59,2,5,100,MCE,25,RNAlater,QBTK,qPCR,17.8,265.93
52345-201,1,3,37,ESP_WCR-117-027,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,4:16:06,4:16:06,4:53:59,2,5,100,MCE,25,RNAlater,QBTK,qPCR,17.8,273.21
52345-202,1,1,38,ESP_WCR-117-020,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,5:25:39,5:25:39,6:03:27,2,5,100,MCE,25,RNAlater,QBTK,qPCR,12.1,916.03
52345-202,1,2,38,ESP_WCR-117-020,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,5:25:39,5:25:39,6:03:27,2,5,100,MCE,25,RNAlater,QBTK,qPCR,12.1,854.67
52345-202,1,3,38,ESP_WCR-117-020,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,5:25:39,5:25:39,6:03:27,2,5,100,MCE,25,RNAlater,QBTK,qPCR,12.1,741.57
52345-203,1,1,39,ESP_WCR-117-083,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,6:35:07,6:35:07,7:12:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.14,282.54
52345-203,1,2,39,ESP_WCR-117-083,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,6:35:07,6:35:07,7:12:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.14,308.35
52345-203,1,3,39,ESP_WCR-117-083,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,6:35:07,6:35:07,7:12:52,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.14,294.98
52345-204,1,1,40,ESP_WCR-117-049,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,7:44:33,7:44:33,8:22:17,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.65,138.48
52345-204,1,2,40,ESP_WCR-117-049,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,7:44:33,7:44:33,8:22:17,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.65,157.83
52345-204,1,3,40,ESP_WCR-117-049,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,7:44:33,7:44:33,8:22:17,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.65,130.75
52345-205,1,1,41,ESP_WCR-117-051,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,9:01:48,9:01:48,9:39:23,2,5,100,MCE,25,RNAlater,QBTK,qPCR,7.33,222.21
52345-205,1,2,41,ESP_WCR-117-051,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,9:01:48,9:01:48,9:39:23,2,5,100,MCE,25,RNAlater,QBTK,qPCR,7.33,183.18
52345-205,1,3,41,ESP_WCR-117-051,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,9:01:48,9:01:48,9:39:23,2,5,100,MCE,25,RNAlater,QBTK,qPCR,7.33,178.98
52345-206,1,1,42,ESP_WCR-117-109,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,10:11:00,10:11:00,10:48:37,2,5,100,MCE,25,RNAlater,QBTK,qPCR,15.7,7114.86
52345-206,1,2,42,ESP_WCR-117-109,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,10:11:00,10:11:00,10:48:37,2,5,100,MCE,25,RNAlater,QBTK,qPCR,15.7,6739.1
52345-206,1,3,42,ESP_WCR-117-109,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,10:11:00,10:11:00,10:48:37,2,5,100,MCE,25,RNAlater,QBTK,qPCR,15.7,6036.95
52345-207,1,1,43,ESP_WCR-117-031,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,11:20:11,11:20:11,11:57:43,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.19,6550.95
52345-207,1,2,43,ESP_WCR-117-031,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,11:20:11,11:20:11,11:57:43,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.19,5721.65
52345-207,1,3,43,ESP_WCR-117-031,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,11:20:11,11:20:11,11:57:43,2,5,100,MCE,25,RNAlater,QBTK,qPCR,6.19,6223.26
52345-208,1,1,44,ESP_WCR-117-009,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,12:29:17,12:29:17,13:06:55,2,5,100,MCE,25,RNAlater,QBTK,qPCR,4.95,7604.68
52345-208,1,2,44,ESP_WCR-117-009,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,12:29:17,12:29:17,13:06:55,2,5,100,MCE,25,RNAlater,QBTK,qPCR,4.95,6508.18
52345-208,1,3,44,ESP_WCR-117-009,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,12:29:17,12:29:17,13:06:55,2,5,100,MCE,25,RNAlater,QBTK,qPCR,4.95,6858.71
52345-209,1,1,45,ESP_WCR-117-100,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,13:38:27,13:38:27,14:16:00,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.03,1119.51
52345-209,1,2,45,ESP_WCR-117-100,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,13:38:27,13:38:27,14:16:00,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.03,1033.37
52345-209,1,3,45,ESP_WCR-117-100,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,13:38:27,13:38:27,14:16:00,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.03,1011.03
52345-210,1,1,46,ESP_WCR-117-077,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,14:55:17,14:55:17,15:32:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.53,432.87
52345-210,1,2,46,ESP_WCR-117-077,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,14:55:17,14:55:17,15:32:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.53,350.86
52345-210,1,3,46,ESP_WCR-117-077,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,14:55:17,14:55:17,15:32:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,9.53,383.58
52345-211,1,1,47,ESP_WCR-117-112,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,16:04:22,16:04:22,16:43:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.35,318.2
52345-211,1,2,47,ESP_WCR-117-112,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,16:04:22,16:04:22,16:43:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.35,371.86
52345-211,1,3,47,ESP_WCR-117-112,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,16:04:22,16:04:22,16:43:49,2,5,100,MCE,25,RNAlater,QBTK,qPCR,8.35,412.06
52345-212,1,1,48,ESP_WCR-117-094,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,17:15:18,17:15:18,17:51:06,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.02,479.55
52345-212,1,2,48,ESP_WCR-117-094,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,17:15:18,17:15:18,17:51:06,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.02,521.89
52345-212,1,3,48,ESP_WCR-117-094,Feb_2023,ESP,PB114,2023,2,1,47.742827,-122.729805,5,pen,see_attached,filter,17:15:18,17:15:18,17:51:06,2,5,100,MCE,25,RNAlater,QBTK,qPCR,5.02,457.87
52345-089,1,1,49,decay_t0_0hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,52.5,1607.09
52345-089,1,2,49,decay_t0_0hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,52.5,1587.94
52345-089,1,3,49,decay_t0_0hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,52.5,1712.84
52345-090,2,1,49,decay_t0_0hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.3,1410.38
52345-090,2,2,49,decay_t0_0hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.3,1422.93
52345-090,2,3,49,decay_t0_0hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.3,1378.29
52345-091,3,1,49,decay_t0_0hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.6,1481.56
52345-091,3,2,49,decay_t0_0hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.6,1723.30
52345-091,3,3,49,decay_t0_0hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,15:20,15:20,1,5,100,MCE,47,longmires,PCI,qPCR,44.6,1572.20
52345-092,1,1,50,decay_t1_2hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,12.7,919.34
52345-092,1,2,50,decay_t1_2hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,12.7,853.66
52345-092,1,3,50,decay_t1_2hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,12.7,866.97
52345-093,2,1,50,decay_t1_2hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,19.5,767.39
52345-093,2,2,50,decay_t1_2hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,19.5,735.90
52345-093,2,3,50,decay_t1_2hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,19.5,771.18
52345-094,3,1,50,decay_t1_2hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,17.8,973.41
52345-094,3,2,50,decay_t1_2hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,17.8,1024.56
52345-094,3,3,50,decay_t1_2hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,17:40,17:40,1,5,100,MCE,47,longmires,PCI,qPCR,17.8,1070.24
52345-095,1,1,51,decay_t2_4hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,989.24
52345-095,1,2,51,decay_t2_4hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,1208.20
52345-095,1,3,51,decay_t2_4hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,967.65
52345-096,2,1,51,decay_t2_4hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,6.01,541.38
52345-096,2,2,51,decay_t2_4hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,6.01,627.88
52345-096,2,3,51,decay_t2_4hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,6.01,537.69
52345-097,3,1,51,decay_t2_4hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,22.4,894.48
52345-097,3,2,51,decay_t2_4hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,22.4,777.95
52345-097,3,3,51,decay_t2_4hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,19:30,19:30,1,5,100,MCE,47,longmires,PCI,qPCR,22.4,750.72
52345-098,1,1,52,decay_t3_6hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,734.46
52345-098,1,2,52,decay_t3_6hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,731.58
52345-098,1,3,52,decay_t3_6hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,23.8,873.41
52345-099,2,1,52,decay_t3_6hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,16.4,600.98
52345-099,2,2,52,decay_t3_6hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,16.4,556.73
52345-099,2,3,52,decay_t3_6hrs_2,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,16.4,586.04
52345-100,3,1,52,decay_t3_6hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,34.3,777.74
52345-100,3,2,52,decay_t3_6hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,34.3,810.27
52345-100,3,3,52,decay_t3_6hrs_3,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,21:30,21:30,1,5,100,MCE,47,longmires,PCI,qPCR,34.3,759.65
52345-101,1,1,53,decay_t4_17.5hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,48.4,813.69
52345-101,1,2,53,decay_t4_17.5hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,48.4,872.77
52345-101,1,3,53,decay_t4_17.5hrs_1,Feb_2023,decay,PB116,2023,1,30,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,48.4,1064.74
52345-102,2,1,53,decay_t4_17.5hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,16.2,641.95
52345-102,2,2,53,decay_t4_17.5hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,16.2,633.38
52345-102,2,3,53,decay_t4_17.5hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,16.2,579.33
52345-103,3,1,53,decay_t4_17.5hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,27.9,823.34
52345-103,3,2,53,decay_t4_17.5hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,27.9,779.10
52345-103,3,3,53,decay_t4_17.5hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,8:45,8:45,1,5,100,MCE,47,longmires,PCI,qPCR,27.9,678.04
52345-104,1,1,54,decay_t5_24hrs_1,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,37.1,789.46
52345-104,1,2,54,decay_t5_24hrs_1,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,37.1,897.74
52345-104,1,3,54,decay_t5_24hrs_1,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,37.1,787.54
52345-105,2,1,54,decay_t5_24hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,35.3,604.66
52345-105,2,2,54,decay_t5_24hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,35.3,685.82
52345-105,2,3,54,decay_t5_24hrs_2,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,35.3,580.02
52345-106,3,1,54,decay_t5_24hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,53.2,1007.04
52345-106,3,2,54,decay_t5_24hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,53.2,851.90
52345-106,3,3,54,decay_t5_24hrs_3,Feb_2023,decay,PB116,2023,1,31,NA,NA,0,pen,0,SR,15:20,16:50,16:50,1,5,100,MCE,47,longmires,PCI,qPCR,53.2,878.40
52345-107,1,1,55,decay_t6_48hrs_1,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,22.9,387.10
52345-107,1,2,55,decay_t6_48hrs_1,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,22.9,330.13
52345-107,1,3,55,decay_t6_48hrs_1,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,22.9,346.84
52345-108,2,1,55,decay_t6_48hrs_2,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,TH,514.11
52345-108,2,2,55,decay_t6_48hrs_2,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,TH,537.91
52345-108,2,3,55,decay_t6_48hrs_2,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,TH,585.80
52345-109,3,1,55,decay_t6_48hrs_3,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,38.3,468.32
52345-109,3,2,55,decay_t6_48hrs_3,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,38.3,527.63
52345-109,3,3,55,decay_t6_48hrs_3,Feb_2023,decay,PB116,2023,2,1,NA,NA,0,pen,0,SR,15:20,16:00,16:00,1,5,100,MCE,47,longmires,PCI,qPCR,38.3,520.66
52345-110,1,1,56,decay_t7_5days_1,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,40.7,241.69
52345-110,1,2,56,decay_t7_5days_1,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,40.7,212.79
52345-110,1,3,56,decay_t7_5days_1,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,40.7,152.81
52345-111,2,1,56,decay_t7_5days_2,Feb_2023,decay,PB116,2023,2,4,NA,NA,0,pen,0,SR,15:20,9:15,9:15,1,5,100,MCE,47,longmires,PCI,qPCR,48.9,241.36
